"","loan_amount","income","status"
"2433",296500,3180,0
"2434",136500,1320,0
"2435",166500,3000,0
"2436",1206500,22260,1
"2437",486500,8580,0
"2438",296500,6600,0
"2439",146500,4980,0
"2440",186500,2460,0
"2441",146500,2400,0
"2442",416500,4680,0
"2443",256500,5280,0
"2444",666500,18840,1
"2445",266500,15600,0
"2446",126500,7860,0
"2447",176500,3420,0
"2448",366500,6600,0
"2449",206500,7380,0
"2450",396500,4680,0
"2451",206500,1740,0
"2452",226500,3360,0
"2453",426500,7320,0
"2454",366500,3540,0
"2455",126500,2040,0
"2456",326500,3600,0
"2457",406500,8940,0
"2458",116500,3000,0
"2459",296500,4200,0
"2460",196500,4140,0
"2461",446500,13260,0
"2462",846500,11640,1
"2463",126500,11820,0
"2464",146500,2340,0
"2465",106500,10080,0
"2466",306500,4560,0
"2467",526500,13380,0
"2468",316500,8580,0
"2469",596500,7080,1
"2470",176500,4500,0
"2471",376500,17400,0
"2472",206500,6180,0
"2473",396500,9900,0
"2474",456500,9060,0
"2475",406500,7740,0
"2476",426500,6660,0
"2477",196500,3060,0
"2478",66500,8340,0
"2479",216500,5040,0
"2480",356500,4500,0
"2481",376500,9120,0
"2482",556500,8520,1
"2483",516500,9360,0
"2484",526500,5220,0
"2485",166500,2400,0
"2486",156500,2940,0
"2487",1246500,14700,1
"2488",146500,2520,0
"2489",386500,9540,0
"2490",436500,6660,0
"2491",216500,10560,0
"2492",476500,14220,0
"2493",426500,3420,0
"2494",226500,6000,0
"2495",66500,1320,0
"2496",146500,3060,0
"2497",196500,3720,0
"2498",416500,4980,0
"2499",556500,11700,1
"2500",166500,2700,0
"2501",546500,21480,1
"2502",66500,1440,0
"2503",596500,9720,1
"2504",246500,7320,0
"2505",216500,8400,0
"2506",226500,3720,0
"2507",546500,6480,1
"2508",436500,8700,0
"2509",686500,11340,1
"2510",356500,4080,0
"2511",146500,1620,0
"2512",246500,2100,0
"2513",336500,9840,0
"2514",476500,9600,0
"2515",386500,3780,0
"2516",416500,7860,0
"2517",206500,4920,0
"2518",96500,4260,0
"2519",386500,9120,0
"2520",456500,17100,0
"2521",206500,7200,0
"2522",196500,6720,0
"2523",106500,4560,0
"2524",396500,10860,0
"2525",186500,1140,0
"2526",386500,7200,0
"2527",306500,3600,0
"2528",346500,4080,0
"2529",246500,4500,0
"2530",496500,9060,1
"2531",336500,19260,0
"2532",146500,1740,0
"2533",366500,6600,0
"2534",76500,2940,0
"2535",146500,2820,0
"2536",306500,4440,0
"2537",406500,4140,1
"2538",86500,2700,0
"2539",106500,5160,0
"2540",546500,7500,0
"2541",246500,3600,0
"2542",136500,3420,0
"2543",486500,9780,0
"2544",306500,5520,0
"2545",76500,1260,0
"2546",666500,10320,1
"2547",376500,6420,0
"2548",226500,5820,0
"2549",596500,9000,1
"2550",246500,4380,0
"2551",576500,10500,0
"2552",336500,6240,0
"2553",166500,2640,0
"2554",236500,5580,0
"2555",116500,1920,0
"2556",56500,1980,0
"2557",96500,1080,0
"2558",76500,3300,0
"2559",266500,8640,0
"2560",676500,7560,1
"2561",246500,5220,0
"2562",146500,11160,0
"2563",196500,4620,0
"2564",186500,5280,0
"2565",406500,7560,0
"2566",256500,5820,0
"2567",466500,14040,0
"2568",216500,7740,0
"2569",256500,4800,0
"2570",646500,7800,0
"2571",106500,1980,0
"2572",426500,4740,1
"2573",106500,3300,0
"2574",416500,6000,0
"2575",236500,3480,0
"2576",256500,4080,0
"2577",386500,7140,0
"2578",126500,5520,0
"2579",526500,6420,0
"2580",226500,5820,0
"2581",436500,6660,0
"2582",586500,5700,0
"2583",126500,3780,0
"2584",256500,3300,0
"2585",256500,6300,0
"2586",256500,5280,0
"2587",526500,7740,0
"2588",176500,4440,0
"2589",306500,7140,0
"2590",86500,2880,0
"2591",426500,9300,0
"2592",266500,9660,0
"2593",766500,18600,1
"2594",206500,3060,0
"2595",106500,1560,0
"2596",226500,8640,1
"2597",256500,3840,0
"2598",226500,4200,0
"2599",486500,7380,1
"2600",1316500,23940,1
"2601",486500,7800,1
"2602",236500,3060,0
"2603",316500,9000,0
"2604",236500,3600,0
"2605",396500,7080,0
"2606",136500,2400,0
"2607",396500,0,0
"2608",366500,6900,0
"2609",876500,23400,1
"2610",136500,3000,0
"2611",226500,7260,0
"2612",296500,14580,0
"2613",416500,7680,0
"2614",216500,2340,0
"2615",136500,2160,0
"2616",406500,6540,0
"2617",336500,6540,0
"2618",606500,9300,1
"2619",266500,9240,0
"2620",536500,11520,0
"2621",376500,12780,0
"2622",306500,9780,0
"2623",366500,5580,0
"2624",96500,1260,0
"2625",116500,3360,0
"2626",146500,2640,0
"2627",146500,2940,0
"2628",156500,1980,0
"2629",596500,11460,0
"2630",166500,1800,0
"2631",76500,3840,0
"2632",286500,4680,0
"2633",146500,6780,0
"2634",366500,5640,0
"2635",246500,4200,0
"2636",176500,6360,0
"2637",266500,7560,0
"2638",206500,3000,0
"2639",1656500,60780,1
"2640",216500,4980,0
"2641",446500,7200,0
"2642",346500,5640,0
"2643",546500,13920,0
"2644",336500,2220,0
"2645",176500,1920,0
"2646",196500,2700,0
"2647",286500,8100,0
"2648",56500,2340,0
"2649",256500,9780,0
"2650",166500,4320,0
"2651",486500,6240,0
"2652",126500,1860,0
"2653",586500,7860,1
"2654",166500,3300,0
"2655",256500,6780,0
"2656",76500,1920,0
"2657",326500,4500,0
"2658",276500,6780,0
"2659",486500,12900,0
"2660",106500,3840,0
"2661",146500,2520,0
"2662",136500,4800,0
"2663",226500,6600,0
"2664",446500,0,0
"2665",486500,6240,0
"2666",116500,1860,0
"2667",436500,5580,0
"2668",296500,5040,0
"2669",126500,2460,0
"2670",486500,4740,0
"2671",156500,6360,0
"2672",596500,16380,1
"2673",336500,9600,0
"2674",286500,8160,0
"2675",436500,6540,0
"2676",326500,4560,0
"2677",136500,4320,0
"2678",656500,11100,1
"2679",476500,0,0
"2680",616500,9480,1
"2681",486500,6960,0
"2682",216500,3240,0
"2683",366500,12480,0
"2684",246500,6960,0
"2685",96500,1920,0
"2686",956500,11880,1
"2687",136500,3240,0
"2688",556500,8040,0
"2689",1366500,1320,1
"2690",656500,10980,1
"2691",156500,3420,0
"2692",136500,9600,0
"2693",86500,1740,0
"2694",226500,7320,0
"2695",136500,5160,0
"2696",276500,4320,0
"2697",116500,3720,0
"2698",56500,3180,0
"2699",206500,8340,0
"2700",336500,6660,0
"2701",206500,13260,0
"2702",346500,7980,0
"2703",436500,7500,0
"2704",226500,2280,0
"2705",326500,6000,0
"2706",376500,0,0
"2707",206500,3720,0
"2708",526500,6660,0
"2709",276500,11940,0
"2710",486500,4500,0
"2711",586500,14640,1
"2712",166500,2700,0
"2713",596500,5100,0
"2714",466500,4920,0
"2715",236500,6000,0
"2716",106500,4800,0
"2717",396500,9120,0
"2718",296500,7200,0
"2719",256500,3660,0
"2720",226500,4320,0
"2721",116500,2520,0
"2722",146500,2160,0
"2723",646500,11520,1
"2724",376500,11880,0
"2725",306500,4980,0
"2726",676500,8640,1
"2727",166500,4740,0
"2728",556500,8760,1
"2729",366500,10320,0
"2730",426500,7080,0
"2731",126500,2520,0
"2732",226500,3780,0
"2733",176500,11820,0
"2734",86500,1740,0
"2735",266500,2400,0
"2736",456500,54780,0
"2737",396500,7980,0
"2738",516500,10980,1
"2739",666500,8760,1
"2740",166500,3060,0
"2741",76500,6060,0
"2742",326500,6720,0
"2743",176500,2760,0
"2744",386500,5040,0
"2745",396500,6300,0
"2746",406500,4260,0
"2747",306500,5760,0
"2748",436500,5580,0
"2749",186500,4800,0
"2750",486500,14160,0
"2751",226500,4320,0
"2752",96500,3720,0
"2753",526500,7920,1
"2754",56500,1800,0
"2755",486500,5040,1
"2756",626500,14880,1
"2757",386500,5100,0
"2758",196500,2640,0
"2759",286500,3480,0
"2760",196500,3300,0
"2761",726500,16920,1
"2762",616500,7320,1
"2763",316500,7200,0
"2764",196500,7860,0
"2765",436500,9180,0
"2766",426500,5280,0
"2767",336500,3840,0
"2768",206500,3540,0
"2769",436500,8400,0
"2770",206500,4980,0
"2771",596500,7020,0
"2772",206500,4800,0
"2773",126500,2760,0
"2774",516500,10020,0
"2775",316500,6960,0
"2776",186500,3540,0
"2777",256500,6300,0
"2778",266500,4380,0
"2779",256500,3300,0
"2780",456500,0,0
"2781",256500,6240,0
"2782",56500,1860,0
"2783",566500,18960,1
"2784",136500,2580,0
"2785",216500,3060,0
"2786",306500,8160,0
"2787",236500,4740,0
"2788",126500,4860,0
"2789",266500,5220,0
"2790",486500,6540,0
"2791",266500,3480,0
"2792",486500,10920,1
"2793",316500,2280,0
"2794",456500,4560,0
"2795",396500,7080,0
"2796",226500,5040,0
"2797",256500,5220,0
"2798",356500,5940,0
"2799",526500,10920,0
"2800",336500,3540,0
"2801",496500,5220,1
"2802",106500,1620,0
"2803",156500,4680,0
"2804",476500,7200,0
"2805",616500,8820,0
"2806",256500,4920,0
"2807",286500,7560,0
"2808",246500,4680,0
"2809",646500,7140,0
"2810",286500,1020,0
"2811",166500,2280,0
"2812",76500,1200,0
"2813",296500,2760,0
"2814",226500,10080,0
"2815",476500,8580,0
"2816",286500,9060,0
"2817",356500,7620,0
"2818",316500,8160,0
"2819",636500,8460,1
"2820",296500,11160,0
"2821",266500,6060,0
"2822",196500,4080,0
"2823",156500,3180,0
"2824",76500,1560,0
"2825",206500,3300,0
"2826",156500,7920,0
"2827",186500,1500,0
"2828",426500,8880,0
"2829",676500,8880,1
"2830",246500,3360,0
"2831",316500,4080,0
"2832",326500,3180,0
"2833",346500,5760,0
"2834",86500,4020,0
"2835",226500,3420,0
"2836",436500,5460,0
"2837",226500,2040,0
"2838",206500,10320,0
"2839",366500,8880,0
"2840",436500,7800,1
"2841",476500,11100,0
"2842",216500,6840,0
"2843",696500,12000,0
"2844",646500,8520,1
"2845",176500,4680,0
"2846",266500,6540,0
"2847",256500,3000,0
"2848",426500,5400,0
"2849",206500,3180,0
"2850",276500,5760,0
"2851",136500,3960,0
"2852",246500,12000,0
"2853",516500,11700,0
"2854",106500,2040,0
"2855",86500,3360,0
"2856",486500,5640,0
"2857",306500,3720,0
"2858",256500,5280,0
"2859",596500,11640,1
"2860",446500,4800,0
"2861",306500,15720,0
"2862",346500,5460,0
"2863",626500,7740,1
"2864",356500,6900,0
"2865",596500,6780,1
"2866",306500,9480,0
"2867",316500,5880,0
"2868",186500,3000,0
"2869",616500,7020,1
"2870",346500,6000,0
"2871",166500,2520,0
"2872",406500,6000,0
"2873",486500,12360,0
"2874",176500,3960,0
"2875",286500,4260,0
"2876",366500,5160,0
"2877",246500,8640,0
"2878",296500,5520,0
"2879",266500,5100,0
"2880",496500,5220,0
"2881",486500,7260,0
"2882",106500,1920,0
"2883",326500,3000,0
"2884",226500,3480,0
"2885",506500,12960,1
"2886",86500,4980,0
"2887",276500,5520,0
"2888",176500,5160,0
"2889",646500,9360,1
"2890",86500,2880,0
"2891",126500,4260,0
"2892",106500,16080,0
"2893",326500,3840,1
"2894",296500,4380,0
"2895",576500,6120,0
"2896",86500,2760,0
"2897",186500,3180,0
"2898",276500,3540,0
"2899",566500,7020,1
"2900",306500,7140,0
"2901",456500,13680,0
"2902",36500,1620,0
"2903",286500,6540,0
"2904",476500,14580,0
"2905",656500,11100,0
"2906",216500,2760,0
"2907",216500,3480,0
"2908",466500,6540,0
"2909",636500,10860,1
"2910",206500,4980,0
"2911",136500,2880,0
"2912",466500,4980,0
"2913",306500,11100,0
"2914",226500,720,0
"2915",436500,14520,0
"2916",136500,4560,0
"2917",416500,7800,0
"2918",176500,6480,0
"2919",76500,2580,0
"2920",426500,10440,0
"2921",246500,720,0
"2922",186500,5880,0
"2923",486500,6600,1
"2924",296500,8100,0
"2925",276500,4860,0
"2926",396500,4920,0
"2927",556500,0,0
"2928",126500,1440,0
"2929",146500,7260,0
"2930",96500,1080,0
"2931",676500,11220,1
"2932",216500,2700,0
"2933",646500,8820,1
"2934",256500,7200,0
"2935",176500,3720,0
"2936",286500,2760,0
"2937",236500,7200,0
"2938",406500,5880,0
"2939",266500,3660,0
"2940",316500,4800,0
"2941",346500,5160,0
"2942",116500,2100,0
"2943",366500,7440,0
"2944",286500,3600,0
"2945",316500,5160,0
"2946",156500,6480,0
"2947",396500,4800,0
"2948",276500,5400,0
"2949",206500,12360,0
"2950",146500,5580,0
"2951",446500,8160,0
"2952",306500,2880,0
"2953",296500,3000,0
"2954",86500,3420,0
"2955",276500,8400,0
"2956",246500,14160,0
"2957",306500,4800,0
"2958",126500,1800,0
"2959",316500,4560,0
"2960",126500,3120,0
"2961",296500,6300,0
"2962",56500,1980,0
"2963",466500,6300,0
"2964",286500,10320,0
"2965",286500,7020,0
"2966",516500,7620,0
"2967",216500,5340,1
"2968",366500,8580,0
"2969",396500,9780,0
"2970",426500,4200,0
"2971",196500,10380,0
"2972",396500,4560,0
"2973",3006500,50580,1
"2974",266500,6120,0
"2975",386500,4080,0
"2976",126500,3480,0
"2977",286500,11580,0
"2978",286500,4140,0
"2979",386500,8400,0
"2980",556500,7800,0
"2981",566500,15600,0
"2982",586500,8220,1
"2983",396500,7680,0
"2984",486500,5160,0
"2985",416500,10380,0
"2986",96500,6660,0
"2987",106500,8100,0
"2988",376500,14160,0
"2989",386500,9000,0
"2990",316500,5700,0
"2991",286500,10920,0
"2992",186500,3900,0
"2993",176500,3780,0
"2994",166500,6660,0
"2995",516500,4980,1
"2996",566500,7680,1
"2997",326500,6660,0
"2998",606500,11580,1
"2999",466500,6240,0
"3000",246500,3420,0
"3001",256500,5340,0
"3002",146500,2220,0
"3003",216500,12480,0
"3004",326500,4500,0
"3005",386500,9060,0
"3006",446500,9300,0
"3007",266500,3840,0
"3008",456500,7380,0
"3009",316500,11640,0
"3010",336500,14640,0
"3011",286500,10080,0
"3012",306500,6060,0
"3013",96500,3240,0
"3014",186500,7740,0
"3015",146500,2760,0
"3016",76500,2760,0
"3017",496500,12840,0
"3018",406500,4380,0
"3019",156500,2040,0
"3020",216500,4260,0
"3021",296500,3300,0
"3022",666500,9720,1
"3023",456500,9660,0
"3024",436500,13320,0
"3025",106500,3300,0
"3026",136500,4080,0
"3027",236500,6240,0
"3028",966500,9360,1
"3029",366500,4140,0
"3030",336500,11340,0
"3031",556500,5820,1
"3032",126500,1620,0
"3033",466500,6060,0
"3034",346500,4980,1
"3035",266500,4020,0
"3036",326500,11580,0
"3037",676500,9900,0
"3038",156500,8400,0
"3039",796500,12060,1
"3040",366500,6420,0
"3041",186500,3420,0
"3042",526500,14520,0
"3043",386500,12060,0
"3044",706500,8700,1
"3045",496500,11400,0
"3046",246500,3900,0
"3047",336500,4560,0
"3048",576500,17820,0
"3049",266500,4440,0
"3050",566500,7020,0
"3051",266500,4200,0
"3052",606500,14340,0
"3053",456500,11160,0
"3054",276500,3600,0
"3055",926500,18000,1
"3056",276500,5700,0
"3057",656500,9900,1
"3058",166500,2400,0
"3059",306500,4620,0
"3060",136500,3360,0
"3061",546500,19800,0
"3062",626500,15300,0
"3063",76500,3660,0
"3064",456500,9900,0
"3065",186500,2400,0
"3066",246500,3780,0
"3067",76500,1140,0
"3068",236500,5460,0
"3069",436500,12840,0
"3070",96500,1080,0
"3071",296500,3180,0
"3072",246500,10260,0
"3073",346500,6000,0
"3074",406500,6780,0
"3075",366500,3660,0
"3076",516500,7740,0
"3077",326500,10920,0
"3078",476500,14820,0
"3079",196500,2580,0
"3080",246500,3660,0
"3081",436500,10020,0
"3082",136500,2340,0
"3083",246500,15480,0
"3084",256500,5880,0
"3085",206500,4440,0
"3086",436500,5880,1
"3087",56500,1500,0
"3088",176500,2640,0
"3089",676500,11640,1
"3090",206500,3600,0
"3091",436500,10680,0
"3092",266500,6240,0
"3093",316500,11400,0
"3094",216500,11160,0
"3095",316500,14760,0
"3096",296500,7020,0
"3097",286500,6000,0
"3098",676500,7020,1
"3099",556500,4200,1
"3100",226500,3600,0
"3101",456500,6120,0
"3102",236500,3600,0
"3103",66500,960,0
"3104",476500,15240,0
"3105",666500,10320,1
"3106",316500,4920,0
"3107",326500,4800,0
"3108",136500,5100,0
"3109",296500,4980,0
"3110",286500,15360,0
"3111",316500,9480,0
"3112",366500,7920,0
"3113",256500,8640,0
"3114",336500,4020,0
"3115",576500,12420,0
"3116",106500,5940,0
"3117",306500,5700,0
"3118",176500,8400,0
"3119",346500,8040,0
"3120",136500,1620,0
"3121",246500,3420,0
"3122",156500,6720,0
"3123",156500,1860,0
"3124",226500,4500,0
"3125",266500,5040,0
"3126",706500,78120,1
"3127",346500,9000,0
"3128",396500,2460,0
"3129",866500,4200,1
"3130",306500,5400,0
"3131",156500,2340,0
"3132",306500,2280,0
"3133",156500,19800,0
"3134",186500,3360,0
"3135",256500,8280,0
"3136",106500,7140,0
"3137",436500,9480,0
"3138",446500,18360,0
"3139",106500,2760,0
"3140",346500,6900,0
"3141",106500,2220,0
"3142",486500,8460,0
"3143",416500,5280,0
"3144",576500,6120,1
"3145",646500,11880,1
"3146",316500,4980,0
"3147",486500,5220,1
"3148",256500,2760,0
"3149",266500,3900,0
"3150",376500,4860,0
"3151",726500,18000,1
"3152",506500,5820,0
"3153",236500,5100,0
"3154",116500,7320,0
"3155",146500,4140,0
"3156",226500,5220,0
"3157",586500,8220,1
"3158",466500,14400,0
"3159",666500,9000,1
"3160",136500,8880,0
"3161",296500,5280,0
"3162",96500,3060,0
"3163",356500,7740,0
"3164",536500,7740,1
"3165",206500,2340,0
"3166",276500,4980,0
"3167",746500,11100,1
"3168",696500,29940,0
"3169",326500,4740,0
"3170",186500,2580,0
"3171",226500,7620,0
"3172",276500,5460,0
"3173",116500,1920,0
"3174",236500,2940,0
"3175",446500,6180,0
"3176",426500,5220,0
"3177",306500,5640,0
"3178",266500,9960,0
"3179",216500,5820,0
"3180",286500,7740,0
"3181",156500,4260,0
"3182",216500,2940,0
"3183",96500,5040,0
"3184",196500,3780,0
"3185",376500,6120,0
"3186",156500,5940,0
"3187",626500,24000,1
"3188",726500,21000,1
"3189",726500,7500,1
"3190",376500,8460,0
"3191",386500,3960,0
"3192",166500,3180,0
"3193",176500,3360,0
"3194",306500,3600,0
"3195",566500,8880,0
"3196",796500,18300,1
"3197",396500,5760,0
"3198",226500,13080,0
"3199",376500,7320,0
"3200",416500,7320,0
"3201",276500,2580,0
"3202",206500,2640,0
"3203",406500,6060,0
"3204",266500,8040,0
"3205",626500,15660,1
"3206",126500,5040,0
"3207",286500,6120,0
"3208",206500,4440,0
"3209",496500,22260,0
"3210",316500,7980,0
"3211",256500,6780,0
"3212",566500,7620,1
"3213",386500,3960,0
"3214",336500,0,0
"3215",356500,7260,0
"3216",306500,8100,0
"3217",276500,11100,0
"3218",206500,12060,0
"3219",366500,4080,0
"3220",476500,8580,0
"3221",206500,2820,0
"3222",536500,9720,0
"3223",576500,9360,1
"3224",186500,3120,0
"3225",306500,4560,0
"3226",426500,2760,0
"3227",316500,3240,0
"3228",616500,7320,0
"3229",616500,12480,1
"3230",286500,6120,0
"3231",376500,7980,0
"3232",486500,6180,0
"3233",116500,3480,0
"3234",76500,1680,0
"3235",126500,3900,0
"3236",466500,10920,1
"3237",326500,10920,0
"3238",396500,6000,0
"3239",546500,9300,0
"3240",136500,2040,0
"3241",336500,4440,0
"3242",86500,1260,0
"3243",606500,20460,0
"3244",236500,6480,0
"3245",356500,3840,0
"3246",116500,7680,0
"3247",436500,6660,0
"3248",546500,11100,1
"3249",206500,3960,0
"3250",866500,31080,1
"3251",486500,7680,0
"3252",446500,4080,0
"3253",486500,8160,0
"3254",226500,3900,0
"3255",56500,11100,0
"3256",216500,4200,0
"3257",206500,5280,0
"3258",156500,2340,0
"3259",326500,11520,0
"3260",656500,7800,1
"3261",666500,16260,1
"3262",256500,4560,0
"3263",456500,11760,0
"3264",96500,3780,0
"3265",166500,3180,0
"3266",316500,5940,0
"3267",446500,5580,0
"3268",476500,10860,1
"3269",306500,3360,0
"3270",216500,6660,0
"3271",486500,9540,1
"3272",226500,6300,0
"3273",606500,10800,1
"3274",106500,5760,0
"3275",256500,3960,0
"3276",686500,7140,1
"3277",296500,5640,0
"3278",456500,27480,0
"3279",406500,14220,0
"3280",256500,4680,0
"3281",176500,4560,0
"3282",186500,3780,0
"3283",406500,5400,0
"3284",136500,6420,0
"3285",366500,5940,0
"3286",216500,14640,0
"3287",736500,12600,1
"3288",106500,2400,0
"3289",206500,2700,0
"3290",896500,15600,1
"3291",2126500,42060,1
"3292",356500,7500,0
"3293",106500,5580,0
"3294",96500,1080,0
"3295",156500,2940,0
"3296",566500,11280,1
"3297",146500,3240,0
"3298",176500,6120,0
"3299",566500,9000,0
"3300",726500,16800,1
"3301",276500,14460,0
"3302",236500,7500,0
"3303",696500,11340,1
"3304",116500,2160,0
"3305",536500,13440,0
"3306",206500,5940,0
"3307",306500,4260,0
"3308",276500,3420,0
"3309",656500,7980,1
"3310",266500,9120,0
"3311",106500,3780,0
"3312",396500,5280,0
"3313",276500,6420,0
"3314",496500,8520,0
"3315",316500,7020,0
"3316",246500,7680,0
"3317",346500,41880,0
"3318",176500,4860,0
"3319",146500,12420,0
"3320",296500,3540,0
"3321",66500,1740,0
"3322",256500,8700,0
"3323",326500,4980,0
"3324",266500,3600,0
"3325",326500,7620,0
"3326",186500,3480,0
"3327",126500,2280,0
"3328",226500,3720,0
"3329",106500,2280,0
"3330",256500,6000,0
"3331",226500,8220,0
"3332",326500,21360,0
"3333",516500,7980,1
"3334",186500,2100,0
"3335",366500,3000,1
"3336",466500,7080,0
"3337",456500,18120,0
"3338",126500,2460,0
"3339",316500,8100,0
"3340",86500,2220,0
"3341",376500,6000,0
"3342",326500,7920,0
"3343",556500,5580,1
"3344",156500,1740,0
"3345",376500,5520,0
"3346",146500,4380,0
"3347",256500,5160,0
"3348",286500,7980,0
"3349",176500,7140,0
"3350",156500,3240,0
"3351",676500,14820,1
"3352",286500,6600,0
"3353",206500,6720,0
"3354",306500,8280,0
"3355",176500,3780,0
"3356",106500,4740,0
"3357",226500,2160,0
"3358",406500,13680,0
"3359",306500,6480,0
"3360",206500,5460,0
"3361",616500,6960,1
"3362",126500,2460,0
"3363",156500,4800,0
"3364",306500,3780,0
"3365",246500,6120,0
"3366",406500,2640,0
"3367",676500,16800,1
"3368",816500,13500,1
"3369",456500,7800,0
"3370",316500,6900,0
"3371",406500,4800,0
"3372",256500,6720,0
"3373",406500,7920,0
"3374",376500,4740,0
"3375",166500,3720,0
"3376",206500,6180,0
"3377",196500,2820,0
"3378",236500,1500,0
"3379",116500,3960,0
"3380",166500,1920,0
"3381",306500,4980,0
"3382",136500,2160,0
"3383",366500,5460,0
"3384",726500,8700,1
"3385",436500,8460,0
"3386",376500,18180,0
"3387",256500,4380,0
"3388",416500,4440,0
"3389",586500,13020,1
"3390",476500,4320,0
"3391",216500,1440,0
"3392",346500,3060,0
"3393",256500,4860,0
"3394",206500,6660,0
"3395",116500,3000,0
"3396",556500,15420,0
"3397",556500,10620,1
"3398",136500,2880,0
"3399",76500,2520,0
"3400",406500,6060,1
"3401",436500,7980,0
"3402",486500,13020,0
"3403",146500,8040,0
"3404",136500,1440,0
"3405",216500,4260,0
"3406",266500,8400,0
"3407",336500,10380,0
"3408",336500,4860,0
"3409",456500,8100,0
"3410",106500,3000,0
"3411",516500,8760,1
"3412",236500,6660,0
"3413",386500,8280,0
"3414",106500,2400,0
"3415",726500,9360,1
"3416",506500,6780,0
"3417",576500,15300,0
"3418",286500,13140,0
"3419",316500,10200,0
"3420",206500,5580,0
"3421",246500,5880,0
"3422",166500,1500,0
"3423",426500,8100,1
"3424",106500,1680,0
"3425",186500,3420,0
"3426",276500,5700,0
"3427",496500,7260,0
"3428",106500,2460,0
"3429",136500,3600,0
"3430",776500,22140,1
"3431",596500,7620,1
"3432",246500,5760,0
"3433",496500,8520,0
"3434",326500,6240,0
"3435",426500,4860,0
"3436",226500,5520,0
"3437",396500,6000,0
"3438",106500,5040,0
"3439",256500,4680,0
"3440",156500,2340,0
"3441",246500,3480,0
"3442",966500,10800,1
"3443",86500,2520,0
"3444",346500,4320,0
"3445",226500,6060,0
"3446",656500,18000,1
"3447",356500,6180,0
"3448",576500,10380,0
"3449",106500,2580,0
"3450",496500,5940,0
"3451",226500,5160,0
"3452",106500,3660,0
"3453",646500,9960,1
"3454",286500,4560,0
"3455",166500,5640,0
"3456",186500,2220,0
"3457",386500,5400,0
"3458",446500,7800,0
"3459",246500,2760,0
"3460",326500,8580,0
"3461",256500,3960,0
"3462",666500,12480,1
"3463",366500,4380,0
"3464",186500,2700,0
"3465",796500,14100,1
"3466",206500,2640,0
"3467",306500,8220,0
"3468",516500,8280,0
"3469",356500,4140,0
"3470",356500,8040,0
"3471",366500,7680,0
"3472",436500,7140,0
"3473",286500,13260,0
"3474",146500,3600,0
"3475",126500,3060,0
"3476",466500,11820,0
"3477",356500,13920,0
"3478",356500,12300,0
"3479",136500,2220,0
"3480",96500,0,0
"3481",326500,4920,0
"3482",346500,16080,0
"3483",96500,3300,0
"3484",346500,4020,0
"3485",526500,6960,0
"3486",86500,15840,0
"3487",456500,6180,0
"3488",116500,4320,0
"3489",586500,12360,1
"3490",236500,9000,0
"3491",306500,8760,0
"3492",136500,1980,0
"3493",266500,5340,0
"3494",286500,37260,0
"3495",256500,11520,0
"3496",266500,3060,0
"3497",406500,5460,0
"3498",206500,2100,0
"3499",236500,3720,0
"3500",336500,4440,0
"3501",706500,10920,1
"3502",66500,6780,0
"3503",306500,7680,0
"3504",516500,8640,0
"3505",426500,5460,0
"3506",66500,3000,0
"3507",336500,7440,0
"3508",386500,7980,0
"3509",146500,2940,0
"3510",206500,6180,0
"3511",486500,5160,0
"3512",286500,6960,0
"3513",106500,1500,0
"3514",256500,4200,0
"3515",286500,7800,0
"3516",326500,4380,0
"3517",116500,4500,0
"3518",466500,11760,0
"3519",206500,4380,0
"3520",506500,7140,0
"3521",206500,5100,0
"3522",476500,8160,0
"3523",196500,5100,0
"3524",276500,17640,0
"3525",696500,9480,1
"3526",146500,2820,0
"3527",266500,5700,0
"3528",636500,7800,1
"3529",726500,24540,1
"3530",146500,14580,0
"3531",446500,4380,0
"3532",416500,10020,0
"3533",306500,6060,0
"3534",176500,6180,0
"3535",626500,15180,0
"3536",326500,8460,0
"3537",176500,2700,0
"3538",586500,8280,0
"3539",136500,3600,0
"3540",316500,5760,0
"3541",216500,4980,0
"3542",406500,6000,0
"3543",526500,7680,1
"3544",56500,1200,0
"3545",276500,13740,0
"3546",456500,19680,0
"3547",276500,5220,0
"3548",276500,6420,0
"3549",166500,3120,0
"3550",246500,5880,0
"3551",306500,6420,0
"3552",266500,7020,0
"3553",606500,10980,1
"3554",186500,10140,0
"3555",106500,1740,0
"3556",286500,2280,0
"3557",166500,2100,0
"3558",506500,6060,0
"3559",346500,4620,0
"3560",236500,4680,0
"3561",356500,5640,0
"3562",86500,1380,0
"3563",136500,3300,0
"3564",126500,5160,0
"3565",336500,6480,0
"3566",86500,2040,0
"3567",656500,7140,1
"3568",126500,5280,0
"3569",586500,20280,1
"3570",316500,6000,0
"3571",416500,9180,0
"3572",386500,6300,0
"3573",376500,9420,0
"3574",176500,5820,0
"3575",396500,6540,0
"3576",676500,11760,1
"3577",306500,3000,0
"3578",146500,2760,0
"3579",696500,11280,1
"3580",826500,8760,1
"3581",176500,8520,0
"3582",306500,0,0
"3583",226500,14100,0
"3584",586500,10440,1
"3585",386500,11160,1
"3586",366500,4260,0
"3587",76500,2460,0
"3588",466500,6840,0
"3589",376500,5820,0
"3590",166500,1980,0
"3591",316500,6660,0
"3592",206500,2040,0
"3593",406500,5940,0
"3594",256500,4980,0
"3595",76500,1080,0
"3596",536500,5520,0
"3597",276500,7140,0
"3598",176500,5640,0
