PropertyValue,Income,Default
558000.0,4620.0,0
258000.0,3960.0,0
608000.0,3720.0,0
448000.0,8340.0,0
858000.0,11820.0,0
428000.0,6300.0,0
438000.0,4620.0,0
138000.0,2940.0,0
148000.0,3600.0,1
428000.0,10560.0,0
188000.0,4560.0,0
568000.0,4140.0,1
528000.0,4560.0,1
448000.0,3120.0,0
258000.0,3300.0,0
548000.0,6600.0,0
758000.0,9540.0,0
498000.0,8700.0,0
148000.0,2520.0,0
598000.0,13980.0,0
638000.0,7680.0,0
238000.0,5040.0,0
508000.0,8880.0,0
138000.0,3480.0,1
568000.0,6660.0,0
118000.0,4020.0,0
158000.0,2400.0,0
298000.0,3480.0,0
88000.0,1680.0,1
438000.0,6240.0,0
258000.0,6000.0,0
78000.0,3240.0,1
668000.0,5580.0,0
168000.0,3840.0,1
518000.0,6420.0,0
518000.0,3180.0,0
178000.0,7680.0,0
538000.0,6840.0,0
458000.0,9420.0,0
578000.0,7860.0,0
288000.0,6240.0,0
288000.0,7680.0,0
628000.0,2400.0,0
418000.0,4440.0,0
578000.0,7800.0,0
928000.0,9000.0,0
568000.0,9000.0,0
268000.0,3000.0,0
778000.0,12720.0,0
248000.0,3060.0,0
788000.0,6720.0,0
648000.0,13140.0,0
228000.0,2220.0,0
318000.0,4920.0,0
268000.0,11040.0,0
438000.0,3960.0,0
538000.0,8400.0,0
438000.0,6360.0,0
518000.0,18900.0,0
468000.0,7260.0,0
118000.0,1140.0,0
1308000.0,19500.0,0
258000.0,7500.0,0
258000.0,3900.0,0
238000.0,2580.0,0
218000.0,6240.0,0
188000.0,3480.0,0
678000.0,4260.0,0
478000.0,9300.0,0
148000.0,1620.0,1
308000.0,2820.0,0
438000.0,3720.0,0
348000.0,9960.0,0
308000.0,9300.0,0
188000.0,2760.0,0
528000.0,3840.0,1
568000.0,8160.0,0
658000.0,9720.0,0
788000.0,6720.0,0
228000.0,6840.0,1
458000.0,7560.0,0
328000.0,3060.0,0
418000.0,4140.0,0
368000.0,11460.0,0
158000.0,2880.0,0
538000.0,7200.0,0
708000.0,10800.0,0
378000.0,3840.0,0
128000.0,4620.0,1
618000.0,6240.0,1
568000.0,18660.0,0
208000.0,2640.0,0
228000.0,22860.0,0
1168000.0,21420.0,0
738000.0,8340.0,0
428000.0,4980.0,0
348000.0,3420.0,0
228000.0,1920.0,0
458000.0,3720.0,0
518000.0,5400.0,0
578000.0,5820.0,0
658000.0,7380.0,0
518000.0,8220.0,0
178000.0,2040.0,0
588000.0,6840.0,0
428000.0,6240.0,0
688000.0,5940.0,0
568000.0,7080.0,0
678000.0,3060.0,0
528000.0,5820.0,0
188000.0,2580.0,0
258000.0,5820.0,0
388000.0,10920.0,0
638000.0,10260.0,0
1708000.0,12780.0,0
228000.0,3240.0,0
248000.0,2400.0,1
468000.0,13140.0,0
348000.0,4980.0,0
148000.0,2220.0,0
408000.0,3660.0,0
178000.0,2820.0,0
558000.0,8280.0,0
728000.0,7860.0,0
1498000.0,9660.0,0
538000.0,9000.0,0
198000.0,4680.0,0
628000.0,6600.0,0
348000.0,6060.0,0
588000.0,13980.0,0
708000.0,6300.0,0
1058000.0,11280.0,0
438000.0,3300.0,0
138000.0,1560.0,0
468000.0,5880.0,0
118000.0,1200.0,0
338000.0,5280.0,0
358000.0,4380.0,0
678000.0,11040.0,0
5008000.0,26220.0,0
518000.0,9300.0,0
388000.0,7560.0,0
438000.0,8760.0,0
838000.0,10380.0,0
718000.0,12000.0,0
308000.0,5040.0,0
548000.0,4800.0,0
548000.0,2100.0,0
398000.0,6840.0,0
528000.0,12600.0,0
208000.0,2100.0,1
178000.0,2940.0,1
218000.0,4980.0,0
278000.0,2880.0,1
478000.0,9360.0,0
658000.0,2340.0,1
288000.0,7800.0,0
478000.0,3720.0,0
1108000.0,14880.0,0
638000.0,2220.0,0
168000.0,2460.0,0
248000.0,2280.0,0
658000.0,11760.0,1
688000.0,9120.0,0
608000.0,5160.0,0
1568000.0,32640.0,0
188000.0,2880.0,0
138000.0,2520.0,1
98000.0,3780.0,0
378000.0,5340.0,0
658000.0,17820.0,0
298000.0,3480.0,1
278000.0,3300.0,1
398000.0,5400.0,0
328000.0,2220.0,0
338000.0,7080.0,1
678000.0,5880.0,1
208000.0,4140.0,0
148000.0,3480.0,0
278000.0,6360.0,0
648000.0,5580.0,1
588000.0,10500.0,0
508000.0,5160.0,0
488000.0,7080.0,0
758000.0,2100.0,1
228000.0,4980.0,0
138000.0,4320.0,1
398000.0,2580.0,0
708000.0,4440.0,0
148000.0,3300.0,0
158000.0,1560.0,0
618000.0,5340.0,0
528000.0,8220.0,0
158000.0,6000.0,1
1798000.0,8160.0,0
858000.0,12000.0,0
278000.0,4560.0,0
658000.0,6780.0,0
1198000.0,6420.0,0
298000.0,3060.0,0
348000.0,8580.0,0
908000.0,9600.0,0
598000.0,7620.0,0
128000.0,720.0,1
648000.0,7740.0,0
318000.0,5100.0,0
458000.0,17460.0,0
658000.0,10560.0,0
508000.0,5760.0,0
808000.0,7980.0,0
318000.0,5160.0,0
328000.0,3360.0,0
328000.0,4800.0,0
318000.0,6600.0,0
238000.0,2520.0,0
248000.0,1740.0,0
588000.0,9480.0,0
378000.0,4140.0,0
528000.0,7800.0,0
708000.0,8220.0,0
288000.0,2220.0,0
448000.0,7800.0,0
218000.0,1980.0,0
158000.0,7200.0,1
748000.0,5760.0,0
308000.0,6180.0,0
528000.0,8760.0,0
188000.0,1620.0,0
178000.0,3960.0,0
218000.0,2160.0,0
238000.0,3300.0,0
558000.0,6780.0,0
918000.0,10440.0,0
528000.0,5820.0,0
178000.0,1320.0,0
208000.0,1860.0,0
708000.0,3300.0,0
288000.0,9060.0,0
348000.0,4020.0,0
238000.0,2160.0,0
338000.0,5040.0,0
448000.0,4800.0,1
788000.0,11700.0,0
418000.0,2340.0,1
368000.0,9300.0,0
598000.0,9060.0,0
438000.0,11580.0,0
438000.0,2460.0,0
458000.0,7860.0,0
478000.0,7620.0,0
1308000.0,8880.0,0
388000.0,6480.0,0
608000.0,20220.0,0
928000.0,17160.0,0
478000.0,4800.0,1
798000.0,5940.0,0
438000.0,7920.0,0
138000.0,1500.0,0
318000.0,3060.0,0
298000.0,2940.0,0
558000.0,6900.0,0
308000.0,6300.0,0
258000.0,3300.0,0
1008000.0,9000.0,0
238000.0,7260.0,0
298000.0,6000.0,0
308000.0,18120.0,1
308000.0,6180.0,0
888000.0,5220.0,0
318000.0,3540.0,0
128000.0,4260.0,1
268000.0,3180.0,1
758000.0,10800.0,0
398000.0,3840.0,0
318000.0,6420.0,0
508000.0,3900.0,0
408000.0,6300.0,0
238000.0,3600.0,0
358000.0,2040.0,0
128000.0,3540.0,0
318000.0,2280.0,0
188000.0,2040.0,0
4498000.0,30780.0,1
168000.0,2820.0,0
348000.0,6960.0,0
978000.0,9780.0,1
418000.0,7020.0,0
178000.0,3000.0,0
218000.0,3960.0,0
508000.0,16380.0,0
278000.0,8040.0,0
178000.0,1200.0,0
758000.0,7380.0,0
888000.0,18780.0,0
128000.0,1800.0,0
268000.0,3720.0,0
608000.0,13320.0,0
348000.0,7500.0,0
308000.0,7380.0,0
1388000.0,1440.0,0
1148000.0,7500.0,0
478000.0,2460.0,0
498000.0,6240.0,0
728000.0,7020.0,0
258000.0,8400.0,1
688000.0,5400.0,0
588000.0,6600.0,0
358000.0,3480.0,0
1048000.0,18540.0,0
498000.0,4800.0,0
288000.0,6540.0,0
318000.0,2160.0,0
448000.0,8100.0,0
428000.0,5160.0,0
428000.0,6120.0,0
498000.0,6540.0,1
928000.0,19080.0,0
608000.0,6480.0,0
528000.0,11880.0,0
258000.0,2460.0,1
138000.0,1260.0,0
598000.0,3480.0,0
1148000.0,11100.0,0
278000.0,7800.0,0
1508000.0,14220.0,0
68000.0,10740.0,1
288000.0,2580.0,0
438000.0,14040.0,0
348000.0,3900.0,0
388000.0,7500.0,0
1558000.0,3960.0,0
598000.0,9840.0,0
258000.0,4560.0,0
878000.0,5700.0,0
208000.0,5100.0,0
908000.0,4080.0,0
688000.0,6600.0,0
238000.0,4260.0,0
418000.0,7080.0,0
628000.0,8700.0,0
538000.0,4980.0,0
258000.0,3540.0,0
68000.0,2760.0,0
168000.0,5820.0,0
298000.0,5400.0,0
168000.0,4980.0,0
278000.0,6180.0,1
378000.0,5880.0,0
298000.0,7680.0,0
188000.0,4380.0,0
588000.0,7920.0,0
468000.0,5160.0,0
588000.0,5100.0,0
818000.0,7320.0,0
98000.0,7680.0,0
228000.0,3300.0,0
138000.0,780.0,0
308000.0,13920.0,1
218000.0,2820.0,0
188000.0,6000.0,0
468000.0,7440.0,1
1248000.0,5820.0,0
778000.0,13440.0,0
828000.0,11220.0,0
278000.0,5640.0,0
1088000.0,17880.0,0
458000.0,4920.0,0
128000.0,1860.0,0
468000.0,5340.0,0
378000.0,10620.0,0
268000.0,4680.0,0
318000.0,5040.0,0
158000.0,4140.0,0
468000.0,5400.0,0
348000.0,3780.0,0
198000.0,3960.0,0
638000.0,7380.0,0
908000.0,10380.0,0
198000.0,2940.0,1
1328000.0,11760.0,0
858000.0,7500.0,1
858000.0,10800.0,0
1098000.0,5520.0,0
1078000.0,9120.0,0
348000.0,8460.0,1
618000.0,5460.0,1
88000.0,1260.0,1
228000.0,5220.0,1
438000.0,26100.0,0
498000.0,7380.0,0
318000.0,1680.0,1
358000.0,9240.0,1
308000.0,4620.0,0
1358000.0,11640.0,0
338000.0,4380.0,0
288000.0,3660.0,0
418000.0,7260.0,0
458000.0,3660.0,0
418000.0,3300.0,0
518000.0,9840.0,0
288000.0,2340.0,0
618000.0,7080.0,0
858000.0,2460.0,0
578000.0,4200.0,1
538000.0,6660.0,0
248000.0,4320.0,0
358000.0,7020.0,0
338000.0,6360.0,0
2408000.0,9000.0,0
558000.0,5760.0,1
228000.0,4500.0,0
848000.0,7440.0,0
688000.0,17820.0,0
488000.0,5100.0,0
498000.0,6660.0,0
868000.0,14040.0,0
208000.0,2940.0,0
368000.0,4440.0,0
598000.0,5520.0,0
198000.0,3060.0,1
408000.0,4680.0,0
588000.0,8760.0,0
758000.0,11100.0,0
668000.0,5940.0,0
388000.0,6600.0,0
338000.0,7260.0,1
218000.0,4200.0,1
958000.0,9600.0,0
498000.0,11100.0,0
1308000.0,3540.0,0
558000.0,11700.0,0
198000.0,11040.0,1
678000.0,6660.0,0
168000.0,2280.0,0
528000.0,8460.0,0
498000.0,12060.0,0
198000.0,3780.0,0
438000.0,2880.0,1
708000.0,3240.0,0
248000.0,5820.0,0
568000.0,4560.0,0
958000.0,5340.0,0
158000.0,3720.0,0
548000.0,15420.0,0
648000.0,11040.0,0
548000.0,7440.0,1
2508000.0,52800.0,0
98000.0,1800.0,0
188000.0,4980.0,0
458000.0,3600.0,0
338000.0,4560.0,0
338000.0,2340.0,1
478000.0,7140.0,0
508000.0,9960.0,0
148000.0,2580.0,0
218000.0,3120.0,0
468000.0,3660.0,0
518000.0,5280.0,0
218000.0,15480.0,1
148000.0,4500.0,1
988000.0,10260.0,0
378000.0,6180.0,0
628000.0,13740.0,0
268000.0,4920.0,0
308000.0,5100.0,0
288000.0,4200.0,0
758000.0,7800.0,0
1028000.0,4980.0,0
808000.0,5940.0,0
78000.0,1200.0,0
228000.0,3900.0,0
308000.0,3540.0,1
1628000.0,7740.0,0
878000.0,14760.0,0
188000.0,3360.0,0
88000.0,2040.0,0
428000.0,5700.0,1
588000.0,2880.0,0
1418000.0,7200.0,0
738000.0,11880.0,0
718000.0,5640.0,0
1328000.0,13740.0,0
98000.0,1860.0,1
1408000.0,25260.0,0
598000.0,13440.0,0
918000.0,15240.0,0
958000.0,4680.0,0
478000.0,9300.0,0
408000.0,5280.0,0
418000.0,6540.0,0
348000.0,7740.0,0
498000.0,4500.0,0
828000.0,2940.0,0
598000.0,2760.0,0
118000.0,1680.0,0
108000.0,2640.0,0
358000.0,3900.0,1
308000.0,5880.0,0
448000.0,3660.0,0
398000.0,4380.0,0
198000.0,2760.0,0
388000.0,4920.0,0
378000.0,3180.0,0
598000.0,6480.0,0
228000.0,2160.0,0
498000.0,6480.0,0
208000.0,4560.0,1
1198000.0,0.0,1
1288000.0,7080.0,0
108000.0,1500.0,1
578000.0,8640.0,0
328000.0,6060.0,0
1308000.0,9420.0,0
298000.0,5820.0,0
678000.0,3900.0,0
488000.0,12360.0,0
858000.0,90540.0,1
308000.0,2040.0,0
1088000.0,8520.0,0
788000.0,11700.0,0
478000.0,6840.0,0
658000.0,4740.0,0
338000.0,3780.0,0
198000.0,9000.0,1
1488000.0,15660.0,0
718000.0,9720.0,0
868000.0,7620.0,0
768000.0,9240.0,0
438000.0,11160.0,0
138000.0,3960.0,0
788000.0,6720.0,0
358000.0,2520.0,0
388000.0,4200.0,0
308000.0,4560.0,0
618000.0,4560.0,0
588000.0,12600.0,0
208000.0,2700.0,0
558000.0,4920.0,1
178000.0,5460.0,0
1328000.0,13260.0,0
518000.0,7740.0,0
278000.0,5580.0,0
708000.0,4980.0,0
428000.0,14520.0,0
398000.0,4740.0,0
648000.0,6660.0,0
188000.0,2340.0,0
378000.0,9180.0,0
368000.0,5160.0,0
368000.0,4740.0,0
638000.0,8760.0,0
448000.0,8100.0,0
778000.0,8460.0,0
268000.0,2460.0,0
628000.0,5160.0,1
58000.0,2040.0,0
328000.0,3360.0,0
478000.0,3540.0,0
218000.0,3420.0,1
868000.0,8340.0,0
398000.0,18900.0,0
338000.0,7260.0,1
678000.0,2880.0,1
828000.0,15840.0,0
168000.0,1140.0,0
628000.0,9420.0,0
448000.0,4080.0,0
338000.0,5280.0,0
208000.0,4080.0,0
1098000.0,14100.0,0
538000.0,3780.0,0
678000.0,14880.0,0
408000.0,5940.0,0
1318000.0,6240.0,1
138000.0,2100.0,0
388000.0,7380.0,0
608000.0,7800.0,0
448000.0,6420.0,1
218000.0,2820.0,0
688000.0,4800.0,0
608000.0,12540.0,0
108000.0,2640.0,0
348000.0,13320.0,0
478000.0,4440.0,0
1018000.0,15300.0,0
218000.0,3600.0,0
448000.0,19800.0,0
728000.0,14340.0,0
418000.0,7380.0,0
378000.0,6960.0,0
608000.0,8280.0,0
628000.0,10500.0,0
228000.0,4260.0,0
588000.0,19320.0,0
578000.0,6600.0,0
388000.0,7080.0,0
498000.0,2880.0,0
228000.0,2400.0,0
298000.0,11940.0,0
708000.0,4680.0,0
788000.0,9840.0,0
228000.0,780.0,1
218000.0,1800.0,0
688000.0,9480.0,0
228000.0,4380.0,0
618000.0,6300.0,0
528000.0,9600.0,0
408000.0,2580.0,1
418000.0,5340.0,0
1908000.0,31080.0,0
398000.0,7020.0,0
818000.0,4020.0,1
308000.0,2520.0,0
708000.0,7320.0,0
658000.0,11040.0,0
368000.0,5640.0,0
308000.0,2760.0,0
598000.0,2880.0,0
778000.0,6000.0,0
528000.0,9360.0,0
298000.0,4920.0,0
408000.0,6240.0,0
348000.0,2760.0,0
118000.0,1320.0,0
478000.0,6120.0,0
398000.0,5700.0,0
928000.0,5460.0,1
158000.0,3240.0,0
458000.0,4620.0,0
208000.0,14220.0,0
588000.0,3660.0,0
488000.0,17460.0,0
418000.0,2820.0,0
448000.0,4080.0,0
338000.0,5220.0,0
328000.0,2940.0,1
108000.0,1140.0,0
308000.0,5460.0,0
238000.0,4260.0,0
348000.0,3420.0,0
808000.0,8820.0,0
108000.0,2820.0,0
378000.0,7800.0,0
528000.0,7740.0,0
438000.0,8220.0,0
108000.0,2400.0,0
408000.0,3480.0,0
958000.0,7260.0,0
388000.0,8820.0,0
398000.0,2760.0,0
318000.0,3540.0,1
1008000.0,27300.0,0
2908000.0,18960.0,1
628000.0,9540.0,0
648000.0,7080.0,0
448000.0,8760.0,0
928000.0,7500.0,0
218000.0,2880.0,0
748000.0,10020.0,0
538000.0,6000.0,0
278000.0,2400.0,0
858000.0,6720.0,0
428000.0,4140.0,0
358000.0,3840.0,0
298000.0,7080.0,0
268000.0,4080.0,0
1158000.0,9780.0,0
308000.0,3300.0,0
538000.0,12240.0,0
538000.0,3960.0,0
1058000.0,8820.0,0
568000.0,6600.0,0
338000.0,2160.0,0
258000.0,6300.0,1
528000.0,6540.0,0
388000.0,2580.0,0
788000.0,7320.0,0
588000.0,6480.0,0
158000.0,2340.0,1
1308000.0,13080.0,0
2058000.0,8100.0,1
628000.0,14340.0,0
418000.0,5460.0,0
558000.0,4800.0,0
318000.0,7200.0,0
2048000.0,14040.0,0
228000.0,3840.0,0
498000.0,4020.0,0
358000.0,3420.0,0
638000.0,5220.0,0
238000.0,3780.0,0
358000.0,6060.0,0
678000.0,10020.0,0
518000.0,12180.0,0
208000.0,3900.0,0
558000.0,2520.0,0
478000.0,6960.0,0
368000.0,7620.0,1
358000.0,12720.0,1
188000.0,1980.0,0
808000.0,5220.0,0
638000.0,7800.0,0
288000.0,4860.0,1
1158000.0,8940.0,0
308000.0,3060.0,1
188000.0,2400.0,1
218000.0,5520.0,0
238000.0,6240.0,0
258000.0,3180.0,0
518000.0,6360.0,0
258000.0,5640.0,1
318000.0,3060.0,0
508000.0,2280.0,0
718000.0,7740.0,0
438000.0,4680.0,0
748000.0,5580.0,1
178000.0,4140.0,0
338000.0,6240.0,0
308000.0,4320.0,0
258000.0,5520.0,0
798000.0,11280.0,0
408000.0,8640.0,0
138000.0,6360.0,0
298000.0,3540.0,0
478000.0,29220.0,0
638000.0,8880.0,0
708000.0,7380.0,1
868000.0,18840.0,0
288000.0,10920.0,0
618000.0,5880.0,0
288000.0,6300.0,0
538000.0,10200.0,0
578000.0,7380.0,0
378000.0,5100.0,0
1008000.0,8820.0,0
208000.0,3480.0,0
208000.0,3060.0,1
298000.0,2520.0,0
578000.0,3060.0,0
528000.0,1740.0,1
628000.0,8760.0,1
328000.0,8160.0,0
508000.0,5760.0,0
258000.0,3480.0,1
428000.0,19320.0,0
468000.0,7020.0,0
218000.0,6000.0,0
658000.0,3840.0,0
508000.0,8520.0,0
568000.0,8760.0,0
358000.0,5820.0,0
358000.0,6420.0,0
438000.0,6540.0,0
158000.0,4680.0,0
308000.0,12000.0,1
188000.0,5400.0,0
628000.0,8100.0,0
278000.0,7980.0,0
578000.0,7680.0,0
238000.0,2460.0,0
318000.0,2220.0,0
1208000.0,10200.0,1
98000.0,4680.0,0
288000.0,5100.0,0
148000.0,2760.0,0
168000.0,5220.0,0
158000.0,3720.0,0
558000.0,4440.0,1
228000.0,3000.0,1
328000.0,6000.0,0
268000.0,7620.0,0
488000.0,15000.0,0
458000.0,3240.0,0
338000.0,5340.0,1
288000.0,3420.0,1
478000.0,6540.0,0
378000.0,5400.0,0
378000.0,6000.0,0
428000.0,6600.0,0
1068000.0,29580.0,0
438000.0,4020.0,0
328000.0,7200.0,0
328000.0,9300.0,0
638000.0,18000.0,0
448000.0,8580.0,0
458000.0,5040.0,1
1448000.0,11760.0,0
808000.0,7080.0,0
398000.0,10680.0,0
518000.0,6480.0,0
728000.0,8340.0,0
248000.0,4800.0,1
448000.0,8460.0,0
438000.0,3720.0,0
388000.0,6600.0,0
1808000.0,14160.0,0
318000.0,6420.0,0
268000.0,6480.0,1
568000.0,5640.0,0
228000.0,3060.0,0
148000.0,1560.0,1
138000.0,2280.0,0
118000.0,3660.0,0
528000.0,5880.0,0
228000.0,3660.0,0
708000.0,5160.0,0
288000.0,7260.0,0
638000.0,5520.0,0
218000.0,4140.0,0
658000.0,8700.0,0
248000.0,2100.0,1
498000.0,3720.0,1
288000.0,4920.0,0
398000.0,7500.0,0
378000.0,5940.0,0
238000.0,7920.0,0
428000.0,9060.0,1
238000.0,5400.0,0
308000.0,6240.0,0
318000.0,4500.0,0
1008000.0,7800.0,0
368000.0,5700.0,0
448000.0,15060.0,0
278000.0,5400.0,0
238000.0,3300.0,0
458000.0,6240.0,0
338000.0,2400.0,0
288000.0,2220.0,0
478000.0,9840.0,1
398000.0,4500.0,0
688000.0,8100.0,0
678000.0,5160.0,0
548000.0,7740.0,0
938000.0,7860.0,0
618000.0,8280.0,0
1178000.0,9900.0,1
218000.0,2760.0,0
158000.0,2700.0,0
468000.0,6300.0,0
378000.0,2400.0,1
408000.0,10680.0,0
758000.0,4680.0,0
338000.0,4620.0,0
248000.0,10440.0,0
168000.0,1380.0,0
258000.0,3540.0,0
808000.0,8460.0,0
218000.0,3960.0,0
638000.0,9180.0,0
218000.0,3720.0,0
328000.0,3780.0,0
698000.0,12780.0,0
1028000.0,15000.0,0
658000.0,5220.0,0
78000.0,1260.0,1
298000.0,0.0,1
238000.0,6180.0,0
338000.0,3960.0,0
648000.0,6600.0,0
258000.0,4680.0,0
508000.0,5640.0,0
268000.0,6780.0,0
68000.0,2760.0,0
928000.0,4380.0,0
568000.0,9480.0,0
728000.0,8220.0,0
538000.0,11760.0,1
598000.0,12000.0,0
558000.0,4860.0,0
168000.0,2220.0,0
218000.0,3360.0,0
138000.0,3600.0,0
458000.0,6000.0,0
228000.0,4260.0,1
268000.0,3420.0,0
538000.0,9780.0,0
278000.0,1500.0,1
948000.0,5040.0,1
448000.0,5940.0,0
168000.0,2940.0,0
558000.0,5100.0,0
438000.0,9540.0,0
348000.0,6000.0,0
708000.0,10200.0,0
568000.0,5520.0,0
298000.0,3060.0,0
358000.0,5100.0,0
708000.0,8580.0,0
328000.0,4200.0,1
948000.0,7020.0,0
878000.0,4740.0,0
198000.0,1440.0,1
368000.0,4200.0,0
568000.0,7680.0,0
178000.0,1560.0,1
498000.0,1740.0,0
638000.0,13320.0,0
388000.0,7320.0,0
118000.0,1500.0,0
508000.0,27600.0,0
428000.0,3660.0,0
308000.0,3540.0,0
738000.0,8100.0,0
398000.0,5880.0,0
508000.0,4740.0,0
358000.0,2160.0,0
178000.0,660.0,1
268000.0,2940.0,0
758000.0,12180.0,0
338000.0,3060.0,1
288000.0,4260.0,0
368000.0,3300.0,0
658000.0,6060.0,0
1168000.0,7740.0,0
878000.0,7860.0,1
328000.0,6660.0,0
338000.0,4080.0,1
278000.0,14820.0,0
428000.0,3900.0,0
468000.0,5580.0,0
448000.0,2400.0,0
388000.0,3180.0,0
408000.0,2400.0,0
318000.0,7200.0,0
928000.0,11340.0,0
498000.0,6540.0,0
438000.0,6780.0,1
648000.0,9000.0,0
568000.0,12900.0,0
108000.0,1560.0,0
1708000.0,10500.0,0
288000.0,5340.0,0
258000.0,4500.0,0
638000.0,6600.0,1
128000.0,960.0,0
388000.0,6900.0,0
208000.0,1620.0,0
468000.0,7200.0,0
178000.0,1620.0,1
218000.0,1920.0,0
158000.0,3180.0,0
238000.0,2580.0,0
618000.0,9900.0,0
338000.0,3060.0,0
568000.0,7740.0,1
598000.0,11700.0,0
408000.0,7080.0,0
418000.0,5040.0,0
238000.0,1440.0,0
348000.0,3960.0,0
238000.0,4440.0,0
118000.0,4620.0,1
558000.0,4020.0,0
248000.0,7020.0,0
318000.0,6720.0,0
188000.0,4800.0,0
578000.0,12120.0,0
328000.0,4260.0,1
278000.0,2280.0,0
128000.0,2820.0,0
568000.0,1560.0,1
278000.0,4680.0,0
238000.0,5220.0,1
298000.0,5880.0,0
268000.0,5400.0,0
898000.0,8040.0,0
208000.0,6000.0,0
678000.0,8760.0,0
398000.0,5220.0,0
348000.0,9900.0,0
378000.0,5700.0,1
588000.0,6180.0,0
558000.0,4560.0,0
1508000.0,9960.0,1
738000.0,7200.0,1
508000.0,5040.0,0
598000.0,10620.0,0
1038000.0,6300.0,1
1048000.0,8220.0,0
518000.0,8280.0,0
528000.0,5700.0,0
458000.0,7680.0,0
278000.0,4200.0,0
768000.0,4260.0,0
268000.0,3420.0,1
638000.0,9660.0,0
538000.0,7080.0,0
498000.0,4080.0,0
508000.0,15420.0,0
368000.0,3960.0,0
338000.0,12540.0,0
518000.0,10860.0,1
958000.0,4680.0,0
418000.0,4680.0,0
588000.0,7860.0,0
788000.0,15780.0,0
268000.0,1380.0,0
578000.0,2640.0,0
278000.0,2640.0,0
848000.0,8580.0,0
568000.0,7320.0,0
458000.0,5700.0,0
528000.0,6300.0,0
168000.0,3300.0,0
958000.0,5340.0,0
88000.0,4260.0,1
178000.0,2880.0,1
658000.0,6300.0,0
548000.0,4500.0,0
258000.0,4260.0,0
718000.0,6000.0,0
168000.0,2460.0,0
498000.0,5580.0,0
348000.0,3960.0,0
628000.0,8280.0,0
438000.0,5160.0,0
518000.0,9420.0,0
508000.0,2640.0,0
638000.0,12660.0,0
758000.0,5520.0,0
848000.0,6540.0,0
338000.0,10500.0,0
378000.0,4140.0,0
78000.0,1380.0,1
478000.0,6720.0,0
398000.0,12240.0,0
648000.0,2580.0,0
408000.0,3240.0,0
998000.0,13200.0,0
368000.0,3060.0,1
518000.0,4380.0,0
328000.0,2100.0,0
498000.0,6180.0,0
678000.0,14580.0,0
358000.0,3300.0,0
268000.0,3360.0,0
208000.0,3780.0,0
1078000.0,13260.0,0
618000.0,7200.0,0
908000.0,8100.0,0
418000.0,4320.0,0
908000.0,16500.0,0
728000.0,0.0,1
368000.0,5700.0,0
308000.0,3960.0,0
248000.0,4500.0,0
228000.0,1320.0,0
228000.0,4200.0,1
388000.0,6120.0,0
398000.0,8640.0,0
528000.0,3240.0,0
298000.0,2400.0,0
1008000.0,6900.0,0
238000.0,5280.0,0
828000.0,13800.0,0
238000.0,6900.0,0
458000.0,5640.0,0
478000.0,7560.0,0
418000.0,12900.0,0
378000.0,7320.0,0
128000.0,2340.0,0
118000.0,3720.0,0
388000.0,12540.0,0
408000.0,2700.0,0
388000.0,6780.0,0
578000.0,9600.0,0
238000.0,8820.0,0
158000.0,1860.0,0
588000.0,8400.0,0
328000.0,7740.0,0
478000.0,3000.0,0
698000.0,6000.0,0
638000.0,6000.0,0
328000.0,2700.0,0
768000.0,6660.0,0
598000.0,3600.0,0
518000.0,4080.0,0
338000.0,4260.0,0
198000.0,6120.0,0
578000.0,4680.0,1
538000.0,5220.0,0
1198000.0,10860.0,0
1158000.0,41460.0,0
718000.0,5400.0,1
648000.0,4260.0,0
468000.0,2880.0,0
278000.0,4860.0,0
128000.0,2040.0,0
368000.0,5040.0,0
558000.0,5040.0,0
478000.0,6780.0,0
238000.0,2700.0,0
238000.0,4380.0,0
338000.0,1800.0,0
578000.0,5340.0,1
448000.0,7320.0,0
378000.0,4380.0,0
218000.0,3540.0,0
348000.0,12300.0,0
418000.0,5100.0,0
1208000.0,6000.0,1
88000.0,2400.0,0
448000.0,5700.0,0
1308000.0,6780.0,0
628000.0,4500.0,0
308000.0,2580.0,0
748000.0,9000.0,0
738000.0,7860.0,1
328000.0,5400.0,0
338000.0,6240.0,1
708000.0,13140.0,0
748000.0,9360.0,0
608000.0,10200.0,0
148000.0,7260.0,1
658000.0,6720.0,0
468000.0,6300.0,0
1578000.0,5100.0,0
308000.0,3480.0,0
568000.0,7020.0,0
368000.0,5520.0,0
768000.0,14280.0,0
638000.0,7860.0,1
978000.0,9420.0,0
388000.0,3720.0,0
1128000.0,17640.0,1
488000.0,5700.0,0
208000.0,2760.0,0
458000.0,3180.0,0
88000.0,1800.0,1
438000.0,10620.0,0
208000.0,6840.0,0
308000.0,3240.0,0
448000.0,8340.0,1
208000.0,4740.0,0
378000.0,1980.0,1
508000.0,5100.0,0
378000.0,4260.0,0
658000.0,3960.0,1
888000.0,8580.0,0
138000.0,10560.0,0
88000.0,1140.0,1
568000.0,15060.0,0
758000.0,9600.0,0
178000.0,5580.0,0
218000.0,6120.0,0
768000.0,4560.0,0
388000.0,3180.0,0
508000.0,4800.0,0
348000.0,10500.0,0
288000.0,7920.0,0
408000.0,4980.0,0
498000.0,9480.0,0
128000.0,5460.0,0
508000.0,2040.0,0
278000.0,2880.0,0
488000.0,2820.0,0
298000.0,6420.0,1
218000.0,1860.0,0
258000.0,5280.0,0
408000.0,6360.0,0
