loan_amount,income,status
246500,5940,0
266500,4440,0
496500,8880,0
246500,2340,0
506500,10080,0
726500,10320,1
196500,2880,0
126500,6480,0
356500,7380,0
306500,7440,0
306500,11580,0
366500,5280,0
86500,3240,0
106500,1140,0
66500,1260,0
176500,4920,0
296500,6360,0
246500,3360,0
176500,22740,0
116500,11160,0
256500,3780,0
646500,12240,1
246500,5400,0
396500,11040,0
136500,8340,0
236500,2700,0
586500,13020,1
546500,6180,0
186500,3600,0
386500,7620,0
336500,9180,0
336500,4800,0
186500,5760,0
436500,11580,0
526500,6900,1
446500,5760,0
136500,5880,0
446500,10500,0
306500,3360,0
136500,4920,0
126500,9900,0
316500,4320,0
96500,5280,0
106500,3120,0
576500,11280,1
396500,8220,0
186500,3180,0
676500,9480,1
106500,4920,0
426500,7200,0
186500,2220,0
336500,3180,0
606500,10380,0
316500,25080,0
226500,5340,0
76500,1860,0
516500,19140,0
186500,5400,0
596500,5940,1
266500,3540,0
366500,5520,0
646500,11520,1
526500,10980,0
536500,10500,0
136500,3060,0
336500,7020,0
726500,5400,1
456500,5520,0
486500,9060,0
136500,2760,0
386500,6540,0
106500,6840,0
596500,15000,1
306500,27840,0
126500,1140,0
356500,9360,0
396500,14400,0
476500,5700,0
366500,4740,0
586500,25920,1
296500,3660,0
356500,3900,0
386500,6000,0
366500,7500,0
156500,3660,0
106500,3300,0
476500,9720,0
216500,3600,0
106500,4380,0
96500,1560,0
526500,8160,0
636500,8820,1
296500,6180,0
456500,8100,0
266500,3180,0
486500,13560,0
256500,5100,0
136500,4500,0
206500,4080,0
406500,6000,0
126500,3060,0
416500,6420,0
136500,6420,0
46500,3000,0
346500,3960,0
626500,14400,1
396500,4320,0
126500,4620,0
276500,6900,0
176500,4980,0
196500,4020,0
606500,10200,0
196500,7320,0
406500,16740,0
246500,6360,0
346500,4920,1
306500,4740,0
396500,5280,0
266500,3360,0
156500,3600,0
286500,3480,0
256500,4140,0
126500,5940,0
256500,5520,0
76500,2400,0
296500,6000,0
346500,7680,0
256500,4080,0
286500,2700,0
156500,2040,0
396500,15720,1
256500,11220,0
116500,3180,0
616500,10740,1
186500,3540,0
246500,16320,0
326500,3720,0
606500,14400,0
156500,4620,0
276500,3420,0
486500,8220,0
426500,7080,0
406500,19920,0
756500,6960,1
316500,17100,0
186500,3660,0
366500,10320,0
226500,7140,0
206500,5220,0
356500,6600,0
96500,2100,0
486500,6060,0
186500,5040,0
336500,5400,0
326500,4620,0
326500,6660,0
276500,7440,0
276500,7200,0
196500,4980,0
406500,3540,0
246500,2760,0
446500,9540,0
476500,5220,1
216500,3600,0
106500,4560,0
566500,9780,0
496500,19800,0
126500,2520,0
496500,8700,0
276500,4260,0
106500,3240,0
616500,12540,1
226500,5460,0
256500,15300,0
256500,5160,0
496500,8940,0
286500,6120,0
316500,3360,0
116500,9600,0
256500,5820,0
506500,10800,0
256500,3060,0
106500,11520,0
116500,4440,0
326500,4800,0
166500,5100,0
756500,18060,1
116500,3180,0
196500,3660,0
226500,8100,0
406500,7980,0
406500,14400,0
626500,8100,1
566500,9960,0
146500,2880,0
616500,17100,1
336500,6000,0
306500,4440,0
116500,1860,0
526500,11160,0
246500,3360,0
166500,1980,0
686500,10740,1
776500,14700,1
236500,5100,0
276500,5100,0
286500,3180,0
286500,4680,0
146500,16980,0
136500,4560,0
296500,4680,0
346500,8100,0
266500,6180,0
576500,10980,1
626500,14340,0
516500,5700,0
346500,5100,0
246500,2220,0
336500,4620,0
426500,8880,0
516500,6120,1
586500,6120,1
546500,5880,0
306500,3600,0
346500,10320,0
166500,5100,0
196500,2820,0
196500,2040,0
156500,9600,0
216500,3660,0
216500,1500,0
276500,6660,0
206500,4620,0
126500,1620,0
326500,3000,0
226500,6240,0
586500,7440,0
356500,20400,0
266500,3540,0
86500,1500,0
246500,3240,0
236500,4320,0
406500,12300,0
256500,4020,0
316500,4920,0
186500,3000,0
426500,5700,0
186500,5580,0
326500,5880,0
616500,10500,1
246500,6780,0
106500,3480,0
416500,4140,0
196500,3960,0
226500,2880,0
306500,6000,0
156500,2520,0
266500,4140,0
376500,6720,0
186500,3900,0
656500,12060,1
86500,6720,0
356500,4440,0
446500,5400,0
156500,3720,0
246500,6720,0
556500,9420,0
366500,16620,0
426500,8640,0
306500,5040,0
136500,3780,0
206500,9060,0
356500,13440,0
366500,9600,0
366500,5580,1
236500,5400,0
196500,3900,0
436500,9060,0
596500,11220,0
206500,6120,0
456500,7320,0
246500,12780,0
436500,6060,0
286500,5820,0
356500,7260,0
216500,3780,0
406500,4080,0
276500,18000,0
346500,4980,0
266500,3840,0
316500,3420,0
216500,5940,0
726500,10560,1
566500,6720,0
296500,4020,0
146500,2220,0
196500,6840,0
406500,8940,0
386500,6660,0
146500,2760,0
246500,4140,0
486500,7800,0
636500,8820,1
156500,2520,0
416500,6000,0
606500,10560,0
366500,8220,0
56500,0,0
226500,8040,0
406500,9240,0
376500,5040,0
326500,7500,0
336500,2700,0
396500,4860,0
626500,8220,1
226500,7080,0
526500,10380,0
146500,2580,0
166500,3780,0
246500,6360,0
806500,10200,1
706500,8940,1
346500,7680,0
716500,13440,1
96500,4560,0
226500,2940,0
336500,7500,0
156500,3540,0
216500,3660,0
356500,9660,0
286500,7380,0
306500,7680,0
286500,7500,0
356500,11460,0
226500,2460,0
306500,6180,0
256500,5400,0
696500,6960,0
326500,3840,0
396500,4920,1
206500,2820,0
376500,9540,0
406500,4020,0
326500,4800,0
276500,7260,0
346500,4620,0
386500,22140,0
156500,6840,0
226500,2760,0
206500,8700,0
166500,4980,0
386500,6480,0
206500,8760,0
226500,5280,0
106500,2460,0
456500,12240,0
176500,2460,0
206500,4500,0
106500,3480,0
206500,4740,0
496500,7800,0
396500,5820,0
446500,4500,0
176500,7080,0
456500,6420,0
586500,15240,1
326500,6540,0
726500,7320,1
306500,4860,0
166500,2340,0
276500,5880,0
366500,7980,0
1116500,13200,1
686500,12780,0
436500,4560,0
166500,3480,0
456500,6060,0
136500,5400,0
206500,8280,0
466500,4020,0
476500,15180,0
356500,4980,0
126500,2400,0
286500,5940,0
186500,3720,0
426500,15660,0
636500,11460,1
346500,9300,0
106500,1800,0
316500,8220,0
386500,5820,0
236500,3900,0
686500,10740,0
516500,8400,1
556500,7860,1
146500,1680,0
376500,6600,0
246500,5160,0
236500,5400,0
216500,2820,0
126500,1740,0
126500,3360,0
426500,6180,0
126500,2580,0
166500,7080,0
446500,11220,0
646500,4020,1
396500,4380,0
696500,15540,1
306500,7140,0
116500,1980,0
216500,3120,0
106500,1440,0
366500,8040,0
276500,4740,0
306500,16260,0
356500,6660,0
466500,6960,0
266500,3840,0
416500,27840,0
366500,12300,0
676500,10320,1
166500,2280,0
266500,7800,0
576500,6360,1
206500,6180,0
226500,2580,0
366500,6480,0
676500,8640,1
446500,8220,0
146500,2040,0
476500,11220,0
416500,12840,0
356500,6000,0
206500,3480,0
426500,45300,0
186500,2280,0
386500,14820,0
656500,8520,1
206500,4200,0
346500,4800,0
376500,8100,0
216500,3240,0
136500,1500,0
176500,5760,0
176500,3000,0
156500,1800,0
246500,3600,0
206500,7800,0
276500,2940,0
76500,2340,0
546500,10800,0
266500,3840,0
286500,5460,0
306500,23640,0
126500,0,0
126500,3360,0
516500,26100,1
636500,28800,1
376500,6900,0
106500,2700,0
296500,4980,0
1556500,4980,1
326500,6120,0
616500,13860,1
486500,11880,0
96500,2280,0
916500,23400,1
176500,5100,0
396500,5280,0
326500,4740,0
296500,8280,0
376500,8100,0
326500,8220,0
146500,0,0
126500,2580,0
336500,5580,0
706500,9060,1
246500,6720,0
106500,3240,0
226500,10500,0
376500,5880,0
56500,1620,0
336500,8220,0
226500,3660,0
176500,5880,0
136500,7800,0
226500,2700,0
336500,9000,0
486500,7200,1
126500,3300,0
596500,20580,0
346500,5280,0
376500,15780,0
46500,1020,0
86500,1740,0
206500,6840,0
326500,8280,0
346500,9660,0
246500,2940,0
156500,7080,0
436500,12780,0
276500,4260,0
436500,9000,0
416500,7140,0
386500,9000,0
176500,6540,0
396500,9000,0
126500,2580,0
486500,5460,0
286500,7380,0
216500,3600,0
186500,3960,0
526500,12900,0
446500,10080,0
56500,540,0
496500,6480,0
506500,9000,0
346500,7920,0
156500,1680,0
156500,2100,0
236500,7920,0
236500,6000,0
666500,11880,1
286500,4980,0
346500,9960,0
166500,3060,0
126500,2400,0
366500,6360,0
256500,8160,0
486500,6000,0
516500,10980,1
106500,13440,0
366500,6840,0
346500,4260,0
76500,5820,0
316500,7680,0
266500,3480,0
166500,1800,0
846500,8640,1
336500,7800,0
606500,14400,0
546500,6780,0
626500,7860,1
246500,2880,0
146500,1920,0
246500,4860,0
106500,7620,0
226500,4080,0
146500,2880,0
1616500,24180,1
536500,13200,1
286500,7200,0
256500,8160,0
176500,3240,0
196500,3300,0
286500,5460,0
176500,4920,0
296500,4020,0
1156500,13800,1
216500,13140,0
396500,6480,0
96500,3360,0
256500,4800,0
256500,5700,0
136500,6900,0
566500,11820,0
286500,4440,0
166500,7500,0
406500,5340,0
156500,2520,0
566500,8220,1
536500,8940,0
216500,2880,0
366500,4740,0
406500,9360,0
386500,5640,0
136500,5040,0
186500,3720,0
256500,7080,0
486500,11160,0
176500,2880,0
156500,3180,0
506500,6240,1
266500,5040,0
636500,10440,1
336500,8220,0
186500,3120,0
176500,3600,0
256500,6660,0
516500,8460,1
166500,7980,0
146500,2640,0
156500,1920,0
196500,4680,0
416500,4740,0
76500,1200,0
486500,8640,0
446500,11520,0
376500,7200,0
166500,4080,0
276500,5940,0
356500,0,0
126500,3840,0
116500,3060,0
126500,1500,0
556500,7380,1
226500,5760,0
156500,3420,0
476500,8160,0
176500,1560,0
456500,4800,0
196500,8400,0
176500,3600,0
226500,4260,0
216500,2880,0
206500,6360,0
256500,6780,0
316500,5880,0
396500,6480,0
326500,6060,0
396500,8700,0
436500,9840,1
696500,21660,1
156500,6000,0
306500,3780,0
486500,17700,0
286500,7260,0
1466500,17820,1
126500,4800,0
186500,9840,0
436500,5760,0
766500,21660,1
216500,3540,0
506500,7380,0
396500,18240,0
296500,0,0
556500,0,0
406500,7800,0
236500,4380,0
286500,3780,0
246500,4260,0
136500,3600,0
426500,3480,0
306500,5760,0
356500,7200,0
116500,2520,0
336500,6120,0
446500,9600,0
456500,9420,0
596500,6360,1
386500,5820,0
626500,12000,1
436500,5280,1
346500,9240,0
376500,3960,0
106500,8760,0
236500,4320,0
406500,6120,0
336500,4560,0
106500,7200,0
366500,7260,0
166500,5040,0
56500,1440,0
326500,6240,0
476500,7440,0
326500,6120,0
336500,4800,0
216500,6420,0
116500,2700,0
356500,3420,0
366500,5220,0
366500,5040,0
256500,3780,0
316500,9060,0
306500,3240,0
436500,9600,0
376500,5760,0
376500,4020,0
266500,7200,0
216500,5340,0
166500,4800,0
276500,3420,0
766500,9420,1
296500,3180,0
136500,1320,0
166500,3000,0
1206500,22260,1
486500,8580,0
296500,6600,0
146500,4980,0
186500,2460,0
146500,2400,0
416500,4680,0
256500,5280,0
666500,18840,1
266500,15600,0
126500,7860,0
176500,3420,0
366500,6600,0
206500,7380,0
396500,4680,0
206500,1740,0
226500,3360,0
426500,7320,0
366500,3540,0
126500,2040,0
326500,3600,0
406500,8940,0
116500,3000,0
296500,4200,0
196500,4140,0
446500,13260,0
846500,11640,1
126500,11820,0
146500,2340,0
106500,10080,0
306500,4560,0
526500,13380,0
316500,8580,0
596500,7080,1
176500,4500,0
376500,17400,0
206500,6180,0
396500,9900,0
456500,9060,0
406500,7740,0
426500,6660,0
196500,3060,0
66500,8340,0
216500,5040,0
356500,4500,0
376500,9120,0
556500,8520,1
516500,9360,0
526500,5220,0
166500,2400,0
156500,2940,0
1246500,14700,1
146500,2520,0
386500,9540,0
436500,6660,0
216500,10560,0
476500,14220,0
426500,3420,0
226500,6000,0
66500,1320,0
146500,3060,0
196500,3720,0
416500,4980,0
556500,11700,1
166500,2700,0
546500,21480,1
66500,1440,0
596500,9720,1
246500,7320,0
216500,8400,0
226500,3720,0
546500,6480,1
436500,8700,0
686500,11340,1
356500,4080,0
146500,1620,0
246500,2100,0
336500,9840,0
476500,9600,0
386500,3780,0
416500,7860,0
206500,4920,0
96500,4260,0
386500,9120,0
456500,17100,0
206500,7200,0
196500,6720,0
106500,4560,0
396500,10860,0
186500,1140,0
386500,7200,0
306500,3600,0
346500,4080,0
246500,4500,0
496500,9060,1
336500,19260,0
146500,1740,0
366500,6600,0
76500,2940,0
146500,2820,0
306500,4440,0
406500,4140,1
86500,2700,0
106500,5160,0
546500,7500,0
246500,3600,0
136500,3420,0
486500,9780,0
306500,5520,0
76500,1260,0
666500,10320,1
376500,6420,0
226500,5820,0
596500,9000,1
246500,4380,0
576500,10500,0
336500,6240,0
166500,2640,0
236500,5580,0
116500,1920,0
56500,1980,0
96500,1080,0
76500,3300,0
266500,8640,0
676500,7560,1
246500,5220,0
146500,11160,0
196500,4620,0
186500,5280,0
406500,7560,0
256500,5820,0
466500,14040,0
216500,7740,0
256500,4800,0
646500,7800,0
106500,1980,0
426500,4740,1
106500,3300,0
416500,6000,0
236500,3480,0
256500,4080,0
386500,7140,0
126500,5520,0
526500,6420,0
226500,5820,0
436500,6660,0
586500,5700,0
126500,3780,0
256500,3300,0
256500,6300,0
256500,5280,0
526500,7740,0
176500,4440,0
306500,7140,0
86500,2880,0
426500,9300,0
266500,9660,0
766500,18600,1
206500,3060,0
106500,1560,0
226500,8640,1
256500,3840,0
226500,4200,0
486500,7380,1
1316500,23940,1
486500,7800,1
236500,3060,0
316500,9000,0
236500,3600,0
396500,7080,0
136500,2400,0
396500,0,0
366500,6900,0
876500,23400,1
136500,3000,0
226500,7260,0
296500,14580,0
416500,7680,0
216500,2340,0
136500,2160,0
406500,6540,0
336500,6540,0
606500,9300,1
266500,9240,0
536500,11520,0
376500,12780,0
306500,9780,0
366500,5580,0
96500,1260,0
116500,3360,0
146500,2640,0
146500,2940,0
156500,1980,0
596500,11460,0
166500,1800,0
76500,3840,0
286500,4680,0
146500,6780,0
366500,5640,0
246500,4200,0
176500,6360,0
266500,7560,0
206500,3000,0
1656500,60780,1
216500,4980,0
446500,7200,0
346500,5640,0
546500,13920,0
336500,2220,0
176500,1920,0
196500,2700,0
286500,8100,0
56500,2340,0
256500,9780,0
166500,4320,0
486500,6240,0
126500,1860,0
586500,7860,1
166500,3300,0
256500,6780,0
76500,1920,0
326500,4500,0
276500,6780,0
486500,12900,0
106500,3840,0
146500,2520,0
136500,4800,0
226500,6600,0
446500,0,0
486500,6240,0
116500,1860,0
436500,5580,0
296500,5040,0
126500,2460,0
486500,4740,0
156500,6360,0
596500,16380,1
336500,9600,0
286500,8160,0
436500,6540,0
326500,4560,0
136500,4320,0
656500,11100,1
476500,0,0
616500,9480,1
486500,6960,0
216500,3240,0
366500,12480,0
246500,6960,0
96500,1920,0
956500,11880,1
136500,3240,0
556500,8040,0
1366500,1320,1
656500,10980,1
156500,3420,0
136500,9600,0
86500,1740,0
226500,7320,0
136500,5160,0
276500,4320,0
116500,3720,0
56500,3180,0
206500,8340,0
336500,6660,0
206500,13260,0
346500,7980,0
436500,7500,0
226500,2280,0
326500,6000,0
376500,0,0
206500,3720,0
526500,6660,0
276500,11940,0
486500,4500,0
586500,14640,1
166500,2700,0
596500,5100,0
466500,4920,0
236500,6000,0
106500,4800,0
396500,9120,0
296500,7200,0
256500,3660,0
226500,4320,0
116500,2520,0
146500,2160,0
646500,11520,1
376500,11880,0
306500,4980,0
676500,8640,1
166500,4740,0
556500,8760,1
366500,10320,0
426500,7080,0
126500,2520,0
226500,3780,0
176500,11820,0
86500,1740,0
266500,2400,0
456500,54780,0
396500,7980,0
516500,10980,1
666500,8760,1
166500,3060,0
76500,6060,0
326500,6720,0
176500,2760,0
386500,5040,0
396500,6300,0
406500,4260,0
306500,5760,0
436500,5580,0
186500,4800,0
486500,14160,0
226500,4320,0
96500,3720,0
526500,7920,1
56500,1800,0
486500,5040,1
626500,14880,1
386500,5100,0
196500,2640,0
286500,3480,0
196500,3300,0
726500,16920,1
616500,7320,1
316500,7200,0
196500,7860,0
436500,9180,0
426500,5280,0
336500,3840,0
206500,3540,0
436500,8400,0
206500,4980,0
596500,7020,0
206500,4800,0
126500,2760,0
516500,10020,0
316500,6960,0
186500,3540,0
256500,6300,0
266500,4380,0
256500,3300,0
456500,0,0
256500,6240,0
56500,1860,0
566500,18960,1
136500,2580,0
216500,3060,0
306500,8160,0
236500,4740,0
126500,4860,0
266500,5220,0
486500,6540,0
266500,3480,0
486500,10920,1
316500,2280,0
456500,4560,0
396500,7080,0
226500,5040,0
256500,5220,0
356500,5940,0
526500,10920,0
336500,3540,0
496500,5220,1
106500,1620,0
156500,4680,0
476500,7200,0
616500,8820,0
256500,4920,0
286500,7560,0
246500,4680,0
646500,7140,0
286500,1020,0
166500,2280,0
76500,1200,0
296500,2760,0
226500,10080,0
476500,8580,0
286500,9060,0
356500,7620,0
316500,8160,0
636500,8460,1
296500,11160,0
266500,6060,0
196500,4080,0
156500,3180,0
76500,1560,0
206500,3300,0
156500,7920,0
186500,1500,0
426500,8880,0
676500,8880,1
246500,3360,0
316500,4080,0
326500,3180,0
346500,5760,0
86500,4020,0
226500,3420,0
436500,5460,0
226500,2040,0
206500,10320,0
366500,8880,0
436500,7800,1
476500,11100,0
216500,6840,0
696500,12000,0
646500,8520,1
176500,4680,0
266500,6540,0
256500,3000,0
426500,5400,0
206500,3180,0
276500,5760,0
136500,3960,0
246500,12000,0
516500,11700,0
106500,2040,0
86500,3360,0
486500,5640,0
306500,3720,0
256500,5280,0
596500,11640,1
446500,4800,0
306500,15720,0
346500,5460,0
626500,7740,1
356500,6900,0
596500,6780,1
306500,9480,0
316500,5880,0
186500,3000,0
616500,7020,1
346500,6000,0
166500,2520,0
406500,6000,0
486500,12360,0
176500,3960,0
286500,4260,0
366500,5160,0
246500,8640,0
296500,5520,0
266500,5100,0
496500,5220,0
486500,7260,0
106500,1920,0
326500,3000,0
226500,3480,0
506500,12960,1
86500,4980,0
276500,5520,0
176500,5160,0
646500,9360,1
86500,2880,0
126500,4260,0
106500,16080,0
326500,3840,1
296500,4380,0
576500,6120,0
86500,2760,0
186500,3180,0
276500,3540,0
566500,7020,1
306500,7140,0
456500,13680,0
36500,1620,0
286500,6540,0
476500,14580,0
656500,11100,0
216500,2760,0
216500,3480,0
466500,6540,0
636500,10860,1
206500,4980,0
136500,2880,0
466500,4980,0
306500,11100,0
226500,720,0
436500,14520,0
136500,4560,0
416500,7800,0
176500,6480,0
76500,2580,0
426500,10440,0
246500,720,0
186500,5880,0
486500,6600,1
296500,8100,0
276500,4860,0
396500,4920,0
556500,0,0
126500,1440,0
146500,7260,0
96500,1080,0
676500,11220,1
216500,2700,0
646500,8820,1
256500,7200,0
176500,3720,0
286500,2760,0
236500,7200,0
406500,5880,0
266500,3660,0
316500,4800,0
346500,5160,0
116500,2100,0
366500,7440,0
286500,3600,0
316500,5160,0
156500,6480,0
396500,4800,0
276500,5400,0
206500,12360,0
146500,5580,0
446500,8160,0
306500,2880,0
296500,3000,0
86500,3420,0
276500,8400,0
246500,14160,0
306500,4800,0
126500,1800,0
316500,4560,0
126500,3120,0
296500,6300,0
56500,1980,0
466500,6300,0
286500,10320,0
286500,7020,0
516500,7620,0
216500,5340,1
366500,8580,0
396500,9780,0
426500,4200,0
196500,10380,0
396500,4560,0
3006500,50580,1
266500,6120,0
386500,4080,0
126500,3480,0
286500,11580,0
286500,4140,0
386500,8400,0
556500,7800,0
566500,15600,0
586500,8220,1
396500,7680,0
486500,5160,0
416500,10380,0
96500,6660,0
106500,8100,0
376500,14160,0
386500,9000,0
316500,5700,0
286500,10920,0
186500,3900,0
176500,3780,0
166500,6660,0
516500,4980,1
566500,7680,1
326500,6660,0
606500,11580,1
466500,6240,0
246500,3420,0
256500,5340,0
146500,2220,0
216500,12480,0
326500,4500,0
386500,9060,0
446500,9300,0
266500,3840,0
456500,7380,0
316500,11640,0
336500,14640,0
286500,10080,0
306500,6060,0
96500,3240,0
186500,7740,0
146500,2760,0
76500,2760,0
496500,12840,0
406500,4380,0
156500,2040,0
216500,4260,0
296500,3300,0
666500,9720,1
456500,9660,0
436500,13320,0
106500,3300,0
136500,4080,0
236500,6240,0
966500,9360,1
366500,4140,0
336500,11340,0
556500,5820,1
126500,1620,0
466500,6060,0
346500,4980,1
266500,4020,0
326500,11580,0
676500,9900,0
156500,8400,0
796500,12060,1
366500,6420,0
186500,3420,0
526500,14520,0
386500,12060,0
706500,8700,1
496500,11400,0
246500,3900,0
336500,4560,0
576500,17820,0
266500,4440,0
566500,7020,0
266500,4200,0
606500,14340,0
456500,11160,0
276500,3600,0
926500,18000,1
276500,5700,0
656500,9900,1
166500,2400,0
306500,4620,0
136500,3360,0
546500,19800,0
626500,15300,0
76500,3660,0
456500,9900,0
186500,2400,0
246500,3780,0
76500,1140,0
236500,5460,0
436500,12840,0
96500,1080,0
296500,3180,0
246500,10260,0
346500,6000,0
406500,6780,0
366500,3660,0
516500,7740,0
326500,10920,0
476500,14820,0
196500,2580,0
246500,3660,0
436500,10020,0
136500,2340,0
246500,15480,0
256500,5880,0
206500,4440,0
436500,5880,1
56500,1500,0
176500,2640,0
676500,11640,1
206500,3600,0
436500,10680,0
266500,6240,0
316500,11400,0
216500,11160,0
316500,14760,0
296500,7020,0
286500,6000,0
676500,7020,1
556500,4200,1
226500,3600,0
456500,6120,0
236500,3600,0
66500,960,0
476500,15240,0
666500,10320,1
316500,4920,0
326500,4800,0
136500,5100,0
296500,4980,0
286500,15360,0
316500,9480,0
366500,7920,0
256500,8640,0
336500,4020,0
576500,12420,0
106500,5940,0
306500,5700,0
176500,8400,0
346500,8040,0
136500,1620,0
246500,3420,0
156500,6720,0
156500,1860,0
226500,4500,0
266500,5040,0
706500,78120,1
346500,9000,0
396500,2460,0
866500,4200,1
306500,5400,0
156500,2340,0
306500,2280,0
156500,19800,0
186500,3360,0
256500,8280,0
106500,7140,0
436500,9480,0
446500,18360,0
106500,2760,0
346500,6900,0
106500,2220,0
486500,8460,0
416500,5280,0
576500,6120,1
646500,11880,1
316500,4980,0
486500,5220,1
256500,2760,0
266500,3900,0
376500,4860,0
726500,18000,1
506500,5820,0
236500,5100,0
116500,7320,0
146500,4140,0
226500,5220,0
586500,8220,1
466500,14400,0
666500,9000,1
136500,8880,0
296500,5280,0
96500,3060,0
356500,7740,0
536500,7740,1
206500,2340,0
276500,4980,0
746500,11100,1
696500,29940,0
326500,4740,0
186500,2580,0
226500,7620,0
276500,5460,0
116500,1920,0
236500,2940,0
446500,6180,0
426500,5220,0
306500,5640,0
266500,9960,0
216500,5820,0
286500,7740,0
156500,4260,0
216500,2940,0
96500,5040,0
196500,3780,0
376500,6120,0
156500,5940,0
626500,24000,1
726500,21000,1
726500,7500,1
376500,8460,0
386500,3960,0
166500,3180,0
176500,3360,0
306500,3600,0
566500,8880,0
796500,18300,1
396500,5760,0
226500,13080,0
376500,7320,0
416500,7320,0
276500,2580,0
206500,2640,0
406500,6060,0
266500,8040,0
626500,15660,1
126500,5040,0
286500,6120,0
206500,4440,0
496500,22260,0
316500,7980,0
256500,6780,0
566500,7620,1
386500,3960,0
336500,0,0
356500,7260,0
306500,8100,0
276500,11100,0
206500,12060,0
366500,4080,0
476500,8580,0
206500,2820,0
536500,9720,0
576500,9360,1
186500,3120,0
306500,4560,0
426500,2760,0
316500,3240,0
616500,7320,0
616500,12480,1
286500,6120,0
376500,7980,0
486500,6180,0
116500,3480,0
76500,1680,0
126500,3900,0
466500,10920,1
326500,10920,0
396500,6000,0
546500,9300,0
136500,2040,0
336500,4440,0
86500,1260,0
606500,20460,0
236500,6480,0
356500,3840,0
116500,7680,0
436500,6660,0
546500,11100,1
206500,3960,0
866500,31080,1
486500,7680,0
446500,4080,0
486500,8160,0
226500,3900,0
56500,11100,0
216500,4200,0
206500,5280,0
156500,2340,0
326500,11520,0
656500,7800,1
666500,16260,1
256500,4560,0
456500,11760,0
96500,3780,0
166500,3180,0
316500,5940,0
446500,5580,0
476500,10860,1
306500,3360,0
216500,6660,0
486500,9540,1
226500,6300,0
606500,10800,1
106500,5760,0
256500,3960,0
686500,7140,1
296500,5640,0
456500,27480,0
406500,14220,0
256500,4680,0
176500,4560,0
186500,3780,0
406500,5400,0
136500,6420,0
366500,5940,0
216500,14640,0
736500,12600,1
106500,2400,0
206500,2700,0
896500,15600,1
2126500,42060,1
356500,7500,0
106500,5580,0
96500,1080,0
156500,2940,0
566500,11280,1
146500,3240,0
176500,6120,0
566500,9000,0
726500,16800,1
276500,14460,0
236500,7500,0
696500,11340,1
116500,2160,0
536500,13440,0
206500,5940,0
306500,4260,0
276500,3420,0
656500,7980,1
266500,9120,0
106500,3780,0
396500,5280,0
276500,6420,0
496500,8520,0
316500,7020,0
246500,7680,0
346500,41880,0
176500,4860,0
146500,12420,0
296500,3540,0
66500,1740,0
256500,8700,0
326500,4980,0
266500,3600,0
326500,7620,0
186500,3480,0
126500,2280,0
226500,3720,0
106500,2280,0
256500,6000,0
226500,8220,0
326500,21360,0
516500,7980,1
186500,2100,0
366500,3000,1
466500,7080,0
456500,18120,0
126500,2460,0
316500,8100,0
86500,2220,0
376500,6000,0
326500,7920,0
556500,5580,1
156500,1740,0
376500,5520,0
146500,4380,0
256500,5160,0
286500,7980,0
176500,7140,0
156500,3240,0
676500,14820,1
286500,6600,0
206500,6720,0
306500,8280,0
176500,3780,0
106500,4740,0
226500,2160,0
406500,13680,0
306500,6480,0
206500,5460,0
616500,6960,1
126500,2460,0
156500,4800,0
306500,3780,0
246500,6120,0
406500,2640,0
676500,16800,1
816500,13500,1
456500,7800,0
316500,6900,0
406500,4800,0
256500,6720,0
406500,7920,0
376500,4740,0
166500,3720,0
206500,6180,0
196500,2820,0
236500,1500,0
116500,3960,0
166500,1920,0
306500,4980,0
136500,2160,0
366500,5460,0
726500,8700,1
436500,8460,0
376500,18180,0
256500,4380,0
416500,4440,0
586500,13020,1
476500,4320,0
216500,1440,0
346500,3060,0
256500,4860,0
206500,6660,0
116500,3000,0
556500,15420,0
556500,10620,1
136500,2880,0
76500,2520,0
406500,6060,1
436500,7980,0
486500,13020,0
146500,8040,0
136500,1440,0
216500,4260,0
266500,8400,0
336500,10380,0
336500,4860,0
456500,8100,0
106500,3000,0
516500,8760,1
236500,6660,0
386500,8280,0
106500,2400,0
726500,9360,1
506500,6780,0
576500,15300,0
286500,13140,0
316500,10200,0
206500,5580,0
246500,5880,0
166500,1500,0
426500,8100,1
106500,1680,0
186500,3420,0
276500,5700,0
496500,7260,0
106500,2460,0
136500,3600,0
776500,22140,1
596500,7620,1
246500,5760,0
496500,8520,0
326500,6240,0
426500,4860,0
226500,5520,0
396500,6000,0
106500,5040,0
256500,4680,0
156500,2340,0
246500,3480,0
966500,10800,1
86500,2520,0
346500,4320,0
226500,6060,0
656500,18000,1
356500,6180,0
576500,10380,0
106500,2580,0
496500,5940,0
226500,5160,0
106500,3660,0
646500,9960,1
286500,4560,0
166500,5640,0
186500,2220,0
386500,5400,0
446500,7800,0
246500,2760,0
326500,8580,0
256500,3960,0
666500,12480,1
366500,4380,0
186500,2700,0
796500,14100,1
206500,2640,0
306500,8220,0
516500,8280,0
356500,4140,0
356500,8040,0
366500,7680,0
436500,7140,0
286500,13260,0
146500,3600,0
126500,3060,0
466500,11820,0
356500,13920,0
356500,12300,0
136500,2220,0
96500,0,0
326500,4920,0
346500,16080,0
96500,3300,0
346500,4020,0
526500,6960,0
86500,15840,0
456500,6180,0
116500,4320,0
586500,12360,1
236500,9000,0
306500,8760,0
136500,1980,0
266500,5340,0
286500,37260,0
256500,11520,0
266500,3060,0
406500,5460,0
